Image,Class
poligons_Mezs\4114-15_4_tile_3808_8288.tif,13
poligons_Mezs\4114-15_4_tile_3808_8736.tif,13
poligons_Parejas_zemes\4114-15_4_tile_3808_896.tif,15
poligons_Mezs\4114-15_4_tile_3808_8960.tif,13
poligons_Mezs\4114-15_4_tile_3808_9184.tif,13
poligons_Mezs\4114-15_4_tile_3808_9408.tif,13
poligons_Mezs\4114-15_4_tile_3808_9632.tif,13
poligons_Parejas_zemes\4114-15_4_tile_4032_0.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4032_1120.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4032_1568.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4032_1792.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4032_2016.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4032_224.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4032_2240.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4032_2912.tif,15
poligons_Izcirtums\4114-15_4_tile_4032_4256.tif,4
poligons_Parejas_zemes\4114-15_4_tile_4032_448.tif,15
poligons_Izcirtums\4114-15_4_tile_4032_4480.tif,4
poligons_Izcirtums\4114-15_4_tile_4032_4704.tif,4
poligons_Mezs\4114-15_4_tile_4032_5376.tif,13
poligons_Mezs\4114-15_4_tile_4032_5600.tif,13
poligons_Mezs\4114-15_4_tile_4032_5824.tif,13
poligons_Parejas_zemes\4114-15_4_tile_4032_672.tif,15
poligons_Mezs\4114-15_4_tile_4032_6720.tif,13
poligons_Mezs\4114-15_4_tile_4032_7392.tif,13
poligons_Mezs\4114-15_4_tile_4032_7616.tif,13
poligons_Mezs\4114-15_4_tile_4032_8064.tif,13
poligons_Mezs\4114-15_4_tile_4032_8288.tif,13
poligons_Mezs\4114-15_4_tile_4032_8736.tif,13
poligons_Parejas_zemes\4114-15_4_tile_4032_896.tif,15
poligons_Mezs\4114-15_4_tile_4032_8960.tif,13
poligons_Mezs\4114-15_4_tile_4032_9184.tif,13
poligons_Mezs\4114-15_4_tile_4032_9408.tif,13
poligons_Mezs\4114-15_4_tile_4032_9632.tif,13
poligons_Parejas_zemes\4114-15_4_tile_4256_0.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4256_1568.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4256_1792.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4256_2016.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4256_224.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4256_2240.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4256_448.tif,15
poligons_Izcirtums\4114-15_4_tile_4256_4928.tif,4
poligons_Mezs\4114-15_4_tile_4256_6496.tif,13
poligons_Parejas_zemes\4114-15_4_tile_4256_672.tif,15
poligons_Mezs\4114-15_4_tile_4256_6720.tif,13
poligons_Mezs\4114-15_4_tile_4256_7392.tif,13
poligons_Mezs\4114-15_4_tile_4256_7616.tif,13
poligons_Mezs\4114-15_4_tile_4256_8064.tif,13
poligons_Mezs\4114-15_4_tile_4256_8288.tif,13
poligons_Mezs\4114-15_4_tile_4256_8512.tif,13
poligons_Mezs\4114-15_4_tile_4256_8736.tif,13
poligons_Parejas_zemes\4114-15_4_tile_4256_896.tif,15
poligons_Mezs\4114-15_4_tile_4256_8960.tif,13
poligons_Mezs\4114-15_4_tile_4256_9184.tif,13
poligons_Mezs\4114-15_4_tile_4256_9408.tif,13
poligons_Parejas_zemes\4114-15_4_tile_4480_0.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4480_1344.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4480_1568.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4480_1792.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4480_2016.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4480_224.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4480_2240.tif,15
poligons_Mezs\4114-15_4_tile_4480_5824.tif,13
poligons_Mezs\4114-15_4_tile_4480_6048.tif,13
poligons_Mezs\4114-15_4_tile_4480_6496.tif,13
poligons_Mezs\4114-15_4_tile_4480_6720.tif,13
poligons_Mezs\4114-15_4_tile_4480_7168.tif,13
poligons_Mezs\4114-15_4_tile_4480_7392.tif,13
poligons_Mezs\4114-15_4_tile_4480_8064.tif,13
poligons_Mezs\4114-15_4_tile_4480_8288.tif,13
poligons_Mezs\4114-15_4_tile_4480_8512.tif,13
poligons_Mezs\4114-15_4_tile_4480_8736.tif,13
poligons_Mezs\4114-15_4_tile_4480_8960.tif,13
poligons_Mezs\4114-15_4_tile_448_0.tif,13
poligons_Mezs\4114-15_4_tile_448_1568.tif,13
poligons_Mezs\4114-15_4_tile_448_1792.tif,13
poligons_Mezs\4114-15_4_tile_448_2016.tif,13
poligons_Mezs\4114-15_4_tile_448_2240.tif,13
poligons_Mezs\4114-15_4_tile_448_3136.tif,13
poligons_Mezs\4114-15_4_tile_448_3360.tif,13
poligons_Mezs\4114-15_4_tile_448_3584.tif,13
poligons_Mezs\4114-15_4_tile_448_3808.tif,13
poligons_Mezs\4114-15_4_tile_448_4032.tif,13
poligons_Mezs\4114-15_4_tile_448_4256.tif,13
poligons_Mezs\4114-15_4_tile_448_4480.tif,13
poligons_Mezs\4114-15_4_tile_448_4928.tif,13
poligons_Mezs\4114-15_4_tile_448_6272.tif,13
poligons_Mezs\4114-15_4_tile_448_6496.tif,13
poligons_Mezs\4114-15_4_tile_448_672.tif,13
poligons_Mezs\4114-15_4_tile_448_6720.tif,13
poligons_Mezs\4114-15_4_tile_448_7168.tif,13
poligons_Mezs\4114-15_4_tile_448_7392.tif,13
poligons_Mezs\4114-15_4_tile_448_7616.tif,13
poligons_Mezs\4114-15_4_tile_448_7840.tif,13
poligons_Mezs\4114-15_4_tile_448_8064.tif,13
poligons_Mezs\4114-15_4_tile_448_8512.tif,13
poligons_Mezs\4114-15_4_tile_448_8736.tif,13
poligons_Mezs\4114-15_4_tile_448_896.tif,13
poligons_Mezs\4114-15_4_tile_448_9184.tif,13
poligons_Mezs\4114-15_4_tile_448_9408.tif,13
poligons_Mezs\4114-15_4_tile_448_9632.tif,13
poligons_Parejas_zemes\4114-15_4_tile_4704_0.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4704_1344.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4704_1568.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4704_1792.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4704_2016.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4704_224.tif,15
poligons_Mezs\4114-15_4_tile_4704_3360.tif,13
poligons_Mezs\4114-15_4_tile_4704_3584.tif,13
poligons_Mezs\4114-15_4_tile_4704_3808.tif,13
poligons_Mezs\4114-15_4_tile_4704_4480.tif,13
poligons_Mezs\4114-15_4_tile_4704_5600.tif,13
poligons_Mezs\4114-15_4_tile_4704_5824.tif,13
poligons_Mezs\4114-15_4_tile_4704_6048.tif,13
poligons_Mezs\4114-15_4_tile_4704_6496.tif,13
poligons_Mezs\4114-15_4_tile_4704_6720.tif,13
poligons_Mezs\4114-15_4_tile_4704_7168.tif,13
poligons_Mezs\4114-15_4_tile_4704_7392.tif,13
poligons_Mezs\4114-15_4_tile_4704_7840.tif,13
poligons_Mezs\4114-15_4_tile_4704_8064.tif,13
poligons_Mezs\4114-15_4_tile_4704_8288.tif,13
poligons_Mezs\4114-15_4_tile_4704_8512.tif,13
poligons_Mezs\4114-15_4_tile_4704_8736.tif,13
poligons_Mezs\4114-15_4_tile_4704_9408.tif,13
poligons_Parejas_zemes\4114-15_4_tile_4928_0.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4928_1120.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4928_1344.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4928_1568.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4928_1792.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4928_2016.tif,15
poligons_Parejas_zemes\4114-15_4_tile_4928_224.tif,15
poligons_Mezs\4114-15_4_tile_4928_2464.tif,13
poligons_Mezs\4114-15_4_tile_4928_3136.tif,13
poligons_Mezs\4114-15_4_tile_4928_3360.tif,13
poligons_Mezs\4114-15_4_tile_4928_3584.tif,13
poligons_Mezs\4114-15_4_tile_4928_3808.tif,13
poligons_Mezs\4114-15_4_tile_4928_4032.tif,13
poligons_Parejas_zemes\4114-15_4_tile_4928_448.tif,15
poligons_Mezs\4114-15_4_tile_4928_4480.tif,13
poligons_Mezs\4114-15_4_tile_4928_4704.tif,13
poligons_Mezs\4114-15_4_tile_4928_4928.tif,13
poligons_Mezs\4114-15_4_tile_4928_6048.tif,13
poligons_Parejas_zemes\4114-15_4_tile_4928_672.tif,15
poligons_Mezs\4114-15_4_tile_4928_7168.tif,13
poligons_Mezs\4114-15_4_tile_4928_7392.tif,13
poligons_Mezs\4114-15_4_tile_4928_7840.tif,13
poligons_Mezs\4114-15_4_tile_4928_8064.tif,13
poligons_Mezs\4114-15_4_tile_4928_8288.tif,13
poligons_Mezs\4114-15_4_tile_4928_8512.tif,13
poligons_Mezs\4114-15_4_tile_4928_8736.tif,13
poligons_Mezs\4114-15_4_tile_4928_9184.tif,13
poligons_Mezs\4114-15_4_tile_4928_9408.tif,13
poligons_Parejas_zemes\4114-15_4_tile_5152_0.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5152_1120.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5152_1344.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5152_1568.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5152_1792.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5152_224.tif,15
poligons_Mezs\4114-15_4_tile_5152_2464.tif,13
poligons_Mezs\4114-15_4_tile_5152_3360.tif,13
poligons_Mezs\4114-15_4_tile_5152_3584.tif,13
poligons_Mezs\4114-15_4_tile_5152_3808.tif,13
poligons_Mezs\4114-15_4_tile_5152_4032.tif,13
poligons_Mezs\4114-15_4_tile_5152_4704.tif,13
poligons_Mezs\4114-15_4_tile_5152_4928.tif,13
poligons_Mezs\4114-15_4_tile_5152_5152.tif,13
poligons_Mezs\4114-15_4_tile_5152_7840.tif,13
poligons_Mezs\4114-15_4_tile_5152_8064.tif,13
poligons_Mezs\4114-15_4_tile_5152_8288.tif,13
poligons_Mezs\4114-15_4_tile_5152_8512.tif,13
poligons_Mezs\4114-15_4_tile_5152_8736.tif,13
poligons_Mezs\4114-15_4_tile_5152_9184.tif,13
poligons_Mezs\4114-15_4_tile_5152_9408.tif,13
poligons_Parejas_zemes\4114-15_4_tile_5376_0.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5376_1120.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5376_1344.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5376_1568.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5376_1792.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5376_224.tif,15
poligons_Mezs\4114-15_4_tile_5376_2240.tif,13
poligons_Mezs\4114-15_4_tile_5376_2464.tif,13
poligons_Mezs\4114-15_4_tile_5376_2688.tif,13
poligons_Mezs\4114-15_4_tile_5376_3584.tif,13
poligons_Mezs\4114-15_4_tile_5376_3808.tif,13
poligons_Mezs\4114-15_4_tile_5376_4032.tif,13
poligons_Jaunaudze\4114-15_4_tile_5376_6496.tif,6
poligons_Mezs\4114-15_4_tile_5376_7392.tif,13
poligons_Mezs\4114-15_4_tile_5376_7616.tif,13
poligons_Mezs\4114-15_4_tile_5376_7840.tif,13
poligons_Mezs\4114-15_4_tile_5376_8064.tif,13
poligons_Mezs\4114-15_4_tile_5376_8288.tif,13
poligons_Mezs\4114-15_4_tile_5376_8512.tif,13
poligons_Mezs\4114-15_4_tile_5376_8736.tif,13
poligons_Parejas_zemes\4114-15_4_tile_5376_896.tif,15
poligons_Mezs\4114-15_4_tile_5376_9184.tif,13
poligons_Mezs\4114-15_4_tile_5376_9408.tif,13
poligons_Parejas_zemes\4114-15_4_tile_5600_0.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5600_1120.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5600_1344.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5600_1568.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5600_224.tif,15
poligons_Mezs\4114-15_4_tile_5600_2240.tif,13
poligons_Mezs\4114-15_4_tile_5600_2464.tif,13
poligons_Mezs\4114-15_4_tile_5600_2688.tif,13
poligons_Mezs\4114-15_4_tile_5600_2912.tif,13
poligons_Mezs\4114-15_4_tile_5600_4928.tif,13
poligons_Mezs\4114-15_4_tile_5600_7392.tif,13
poligons_Mezs\4114-15_4_tile_5600_7616.tif,13
poligons_Mezs\4114-15_4_tile_5600_7840.tif,13
poligons_Mezs\4114-15_4_tile_5600_8064.tif,13
poligons_Mezs\4114-15_4_tile_5600_8288.tif,13
poligons_Mezs\4114-15_4_tile_5600_8512.tif,13
poligons_Mezs\4114-15_4_tile_5600_8736.tif,13
poligons_Parejas_zemes\4114-15_4_tile_5600_896.tif,15
poligons_Mezs\4114-15_4_tile_5600_9184.tif,13
poligons_Parejas_zemes\4114-15_4_tile_5824_1120.tif,15
poligons_Parejas_zemes\4114-15_4_tile_5824_1344.tif,15
poligons_Mezs\4114-15_4_tile_5824_2240.tif,13
poligons_Mezs\4114-15_4_tile_5824_2464.tif,13
poligons_Mezs\4114-15_4_tile_5824_2688.tif,13
poligons_Mezs\4114-15_4_tile_5824_2912.tif,13
poligons_Mezs\4114-15_4_tile_5824_3136.tif,13
poligons_Mezs\4114-15_4_tile_5824_4928.tif,13
poligons_Mezs\4114-15_4_tile_5824_5152.tif,13
poligons_Mezs\4114-15_4_tile_5824_6272.tif,13
poligons_Parejas_zemes\4114-15_4_tile_5824_672.tif,15
poligons_Mezs\4114-15_4_tile_5824_8736.tif,13
poligons_Parejas_zemes\4114-15_4_tile_5824_896.tif,15
poligons_Mezs\4114-15_4_tile_5824_9184.tif,13
poligons_Mezs\4114-15_4_tile_6048_1792.tif,13
poligons_Mezs\4114-15_4_tile_6048_2016.tif,13
poligons_Mezs\4114-15_4_tile_6048_2240.tif,13
poligons_Mezs\4114-15_4_tile_6048_2464.tif,13
poligons_Mezs\4114-15_4_tile_6048_2688.tif,13
poligons_Mezs\4114-15_4_tile_6048_2912.tif,13
poligons_Mezs\4114-15_4_tile_6048_3136.tif,13
poligons_Mezs\4114-15_4_tile_6048_3584.tif,13
poligons_Mezs\4114-15_4_tile_6048_3808.tif,13
poligons_Mezs\4114-15_4_tile_6048_4032.tif,13
poligons_Mezs\4114-15_4_tile_6048_4256.tif,13
poligons_Mezs\4114-15_4_tile_6048_4480.tif,13
poligons_Mezs\4114-15_4_tile_6048_6272.tif,13
poligons_Mezs\4114-15_4_tile_6048_6496.tif,13
poligons_Mezs\4114-15_4_tile_6048_6720.tif,13
poligons_Mezs\4114-15_4_tile_6048_6944.tif,13
poligons_Mezs\4114-15_4_tile_6048_7168.tif,13
poligons_Mezs\4114-15_4_tile_6048_7392.tif,13
poligons_Mezs\4114-15_4_tile_6048_7616.tif,13
poligons_Mezs\4114-15_4_tile_6048_7840.tif,13
poligons_Mezs\4114-15_4_tile_6272_1568.tif,13
poligons_Mezs\4114-15_4_tile_6272_1792.tif,13
poligons_Mezs\4114-15_4_tile_6272_2016.tif,13
poligons_Mezs\4114-15_4_tile_6272_2240.tif,13
poligons_Mezs\4114-15_4_tile_6272_3584.tif,13
poligons_Mezs\4114-15_4_tile_6272_3808.tif,13
poligons_Mezs\4114-15_4_tile_6272_4032.tif,13
poligons_Mezs\4114-15_4_tile_6272_4256.tif,13
poligons_Izcirtums\4114-15_4_tile_6272_5152.tif,4
poligons_Izcirtums\4114-15_4_tile_6272_5376.tif,4
poligons_Izcirtums\4114-15_4_tile_6272_5600.tif,4
poligons_Mezs\4114-15_4_tile_6272_6272.tif,13
poligons_Mezs\4114-15_4_tile_6272_6496.tif,13
poligons_Mezs\4114-15_4_tile_6272_672.tif,13
poligons_Mezs\4114-15_4_tile_6272_6720.tif,13
poligons_Mezs\4114-15_4_tile_6272_6944.tif,13
poligons_Mezs\4114-15_4_tile_6272_7168.tif,13
poligons_Mezs\4114-15_4_tile_6272_7392.tif,13
poligons_Mezs\4114-15_4_tile_6272_7616.tif,13
poligons_Mezs\4114-15_4_tile_6272_7840.tif,13
poligons_Mezs\4114-15_4_tile_6272_8064.tif,13
poligons_Mezs\4114-15_4_tile_6272_8288.tif,13
poligons_Mezs\4114-15_4_tile_6272_8512.tif,13
poligons_Mezs\4114-15_4_tile_6272_8736.tif,13
poligons_Mezs\4114-15_4_tile_6272_896.tif,13
poligons_Mezs\4114-15_4_tile_6272_8960.tif,13
poligons_Mezs\4114-15_4_tile_6496_1120.tif,13
poligons_Mezs\4114-15_4_tile_6496_1344.tif,13
poligons_Mezs\4114-15_4_tile_6496_1568.tif,13
poligons_Mezs\4114-15_4_tile_6496_1792.tif,13
poligons_Mezs\4114-15_4_tile_6496_2016.tif,13
poligons_Mezs\4114-15_4_tile_6496_224.tif,13
poligons_Mezs\4114-15_4_tile_6496_2688.tif,13
poligons_Mezs\4114-15_4_tile_6496_3360.tif,13
poligons_Mezs\4114-15_4_tile_6496_3584.tif,13
poligons_Mezs\4114-15_4_tile_6496_3808.tif,13
poligons_Mezs\4114-15_4_tile_6496_4032.tif,13
poligons_Mezs\4114-15_4_tile_6496_4256.tif,13
poligons_Mezs\4114-15_4_tile_6496_448.tif,13
poligons_Mezs\4114-15_4_tile_6496_4480.tif,13
poligons_Mezs\4114-15_4_tile_6496_6272.tif,13
poligons_Mezs\4114-15_4_tile_6496_6496.tif,13
poligons_Mezs\4114-15_4_tile_6496_672.tif,13
poligons_Mezs\4114-15_4_tile_6496_896.tif,13
poligons_Mezs\4114-15_4_tile_6496_9408.tif,13
poligons_Mezs\4114-15_4_tile_6496_9632.tif,13
poligons_Mezs\4114-15_4_tile_6720_1568.tif,13
poligons_Mezs\4114-15_4_tile_6720_1792.tif,13
poligons_Mezs\4114-15_4_tile_6720_2464.tif,13
poligons_Mezs\4114-15_4_tile_6720_2688.tif,13
poligons_Mezs\4114-15_4_tile_6720_2912.tif,13
poligons_Mezs\4114-15_4_tile_6720_3360.tif,13
poligons_Mezs\4114-15_4_tile_6720_3584.tif,13
poligons_Mezs\4114-15_4_tile_6720_3808.tif,13
poligons_Mezs\4114-15_4_tile_6720_4032.tif,13
poligons_Mezs\4114-15_4_tile_6720_4256.tif,13
poligons_Mezs\4114-15_4_tile_6720_4480.tif,13
poligons_Mezs\4114-15_4_tile_6720_4928.tif,13
poligons_Mezs\4114-15_4_tile_6720_5152.tif,13
poligons_Mezs\4114-15_4_tile_6720_6944.tif,13
poligons_Mezs\4114-15_4_tile_6720_7168.tif,13
poligons_Mezs\4114-15_4_tile_6720_7392.tif,13
poligons_Mezs\4114-15_4_tile_6720_7616.tif,13
poligons_Mezs\4114-15_4_tile_6720_7840.tif,13
poligons_Mezs\4114-15_4_tile_6720_8064.tif,13
poligons_Mezs\4114-15_4_tile_6720_8288.tif,13
poligons_Mezs\4114-15_4_tile_6720_8512.tif,13
poligons_Mezs\4114-15_4_tile_6720_8736.tif,13
poligons_Mezs\4114-15_4_tile_6720_9632.tif,13
poligons_Mezs\4114-15_4_tile_672_0.tif,13
poligons_Mezs\4114-15_4_tile_672_2016.tif,13
poligons_Mezs\4114-15_4_tile_672_224.tif,13
poligons_Mezs\4114-15_4_tile_672_2240.tif,13
poligons_Izcirtums\4114-15_4_tile_672_2688.tif,4
poligons_Mezs\4114-15_4_tile_672_3136.tif,13
poligons_Mezs\4114-15_4_tile_672_3360.tif,13
poligons_Mezs\4114-15_4_tile_672_3584.tif,13
poligons_Mezs\4114-15_4_tile_672_3808.tif,13
poligons_Mezs\4114-15_4_tile_672_4032.tif,13
poligons_Mezs\4114-15_4_tile_672_4256.tif,13
poligons_Mezs\4114-15_4_tile_672_4928.tif,13
poligons_Mezs\4114-15_4_tile_672_5152.tif,13
poligons_Mezs\4114-15_4_tile_672_5376.tif,13
poligons_Mezs\4114-15_4_tile_672_5824.tif,13
poligons_Mezs\4114-15_4_tile_672_8512.tif,13
poligons_Mezs\4114-15_4_tile_672_8736.tif,13
poligons_Mezs\4114-15_4_tile_672_896.tif,13
poligons_Mezs\4114-15_4_tile_6944_2912.tif,13
poligons_Mezs\4114-15_4_tile_6944_3360.tif,13
poligons_Mezs\4114-15_4_tile_6944_3584.tif,13
poligons_Mezs\4114-15_4_tile_6944_3808.tif,13
poligons_Mezs\4114-15_4_tile_6944_4032.tif,13
poligons_Mezs\4114-15_4_tile_6944_4256.tif,13
poligons_Mezs\4114-15_4_tile_6944_448.tif,13
poligons_Mezs\4114-15_4_tile_6944_4480.tif,13
poligons_Mezs\4114-15_4_tile_6944_4928.tif,13
poligons_Mezs\4114-15_4_tile_6944_5152.tif,13
poligons_Mezs\4114-15_4_tile_6944_5376.tif,13
poligons_Mezs\4114-15_4_tile_6944_5600.tif,13
poligons_Mezs\4114-15_4_tile_6944_6048.tif,13
poligons_Mezs\4114-15_4_tile_6944_672.tif,13
poligons_Mezs\4114-15_4_tile_6944_6720.tif,13
poligons_Mezs\4114-15_4_tile_6944_6944.tif,13
poligons_Mezs\4114-15_4_tile_6944_7168.tif,13
poligons_Mezs\4114-15_4_tile_6944_7392.tif,13
poligons_Mezs\4114-15_4_tile_6944_7616.tif,13
poligons_Mezs\4114-15_4_tile_6944_7840.tif,13
poligons_Mezs\4114-15_4_tile_6944_8064.tif,13
poligons_Mezs\4114-15_4_tile_6944_8288.tif,13
poligons_Mezs\4114-15_4_tile_6944_8512.tif,13
poligons_Mezs\4114-15_4_tile_6944_8736.tif,13
poligons_Mezs\4114-15_4_tile_6944_8960.tif,13
poligons_Mezs\4114-15_4_tile_6944_9184.tif,13
poligons_Mezs\4114-15_4_tile_7168_0.tif,13
poligons_Mezs\4114-15_4_tile_7168_4256.tif,13
poligons_Mezs\4114-15_4_tile_7168_448.tif,13
poligons_Mezs\4114-15_4_tile_7168_4480.tif,13
poligons_Mezs\4114-15_4_tile_7168_5152.tif,13
poligons_Mezs\4114-15_4_tile_7168_5376.tif,13
poligons_Mezs\4114-15_4_tile_7168_5600.tif,13
poligons_Mezs\4114-15_4_tile_7168_6048.tif,13
poligons_Mezs\4114-15_4_tile_7168_6272.tif,13
poligons_Mezs\4114-15_4_tile_7168_6944.tif,13
poligons_Mezs\4114-15_4_tile_7168_7168.tif,13
poligons_Mezs\4114-15_4_tile_7168_7392.tif,13
poligons_Mezs\4114-15_4_tile_7168_7616.tif,13
poligons_Mezs\4114-15_4_tile_7168_7840.tif,13
poligons_Mezs\4114-15_4_tile_7168_8064.tif,13
poligons_Mezs\4114-15_4_tile_7168_8288.tif,13
poligons_Mezs\4114-15_4_tile_7168_8512.tif,13
poligons_Mezs\4114-15_4_tile_7168_8736.tif,13
poligons_Mezs\4114-15_4_tile_7168_8960.tif,13
poligons_Mezs\4114-15_4_tile_7168_9184.tif,13
poligons_Mezs\4114-15_4_tile_7168_9408.tif,13
poligons_Mezs\4114-15_4_tile_7168_9632.tif,13
poligons_Mezs\4114-15_4_tile_7392_0.tif,13
poligons_Izcirtums\4114-15_4_tile_7392_1120.tif,4
poligons_Mezs\4114-15_4_tile_7392_2464.tif,13
poligons_Mezs\4114-15_4_tile_7392_2688.tif,13
poligons_Mezs\4114-15_4_tile_7392_2912.tif,13
poligons_Mezs\4114-15_4_tile_7392_3360.tif,13
poligons_Mezs\4114-15_4_tile_7392_5152.tif,13
poligons_Mezs\4114-15_4_tile_7392_5376.tif,13
poligons_Mezs\4114-15_4_tile_7392_5600.tif,13
poligons_Mezs\4114-15_4_tile_7392_6048.tif,13
poligons_Mezs\4114-15_4_tile_7392_6272.tif,13
poligons_Mezs\4114-15_4_tile_7392_6496.tif,13
poligons_Mezs\4114-15_4_tile_7392_7168.tif,13
poligons_Mezs\4114-15_4_tile_7392_7392.tif,13
poligons_Mezs\4114-15_4_tile_7392_7616.tif,13
poligons_Mezs\4114-15_4_tile_7392_7840.tif,13
poligons_Mezs\4114-15_4_tile_7392_8064.tif,13
poligons_Mezs\4114-15_4_tile_7392_8288.tif,13
poligons_Mezs\4114-15_4_tile_7392_8512.tif,13
poligons_Mezs\4114-15_4_tile_7392_8736.tif,13
poligons_Mezs\4114-15_4_tile_7392_8960.tif,13
poligons_Mezs\4114-15_4_tile_7392_9184.tif,13
poligons_Mezs\4114-15_4_tile_7392_9408.tif,13
poligons_Mezs\4114-15_4_tile_7392_9632.tif,13
poligons_Mezs\4114-15_4_tile_7616_0.tif,13
poligons_Mezs\4114-15_4_tile_7616_2688.tif,13
poligons_Mezs\4114-15_4_tile_7616_2912.tif,13
poligons_Izcirtums\4114-15_4_tile_7616_3808.tif,4
poligons_Mezs\4114-15_4_tile_7616_4256.tif,13
poligons_Mezs\4114-15_4_tile_7616_4480.tif,13
poligons_Mezs\4114-15_4_tile_7616_5152.tif,13
poligons_Mezs\4114-15_4_tile_7616_5376.tif,13
poligons_Mezs\4114-15_4_tile_7616_5600.tif,13
poligons_Mezs\4114-15_4_tile_7616_6048.tif,13
poligons_Mezs\4114-15_4_tile_7616_6272.tif,13
poligons_Mezs\4114-15_4_tile_7616_6496.tif,13
poligons_Mezs\4114-15_4_tile_7616_6720.tif,13
poligons_Mezs\4114-15_4_tile_7616_7840.tif,13
poligons_Mezs\4114-15_4_tile_7616_8064.tif,13
poligons_Mezs\4114-15_4_tile_7616_8288.tif,13
poligons_Mezs\4114-15_4_tile_7616_8512.tif,13
poligons_Mezs\4114-15_4_tile_7616_8736.tif,13
poligons_Mezs\4114-15_4_tile_7616_8960.tif,13
poligons_Mezs\4114-15_4_tile_7616_9184.tif,13
poligons_Mezs\4114-15_4_tile_7616_9408.tif,13
poligons_Mezs\4114-15_4_tile_7616_9632.tif,13
poligons_Mezs\4114-15_4_tile_7840_0.tif,13
poligons_Mezs\4114-15_4_tile_7840_1344.tif,13
poligons_Mezs\4114-15_4_tile_7840_2688.tif,13
poligons_Mezs\4114-15_4_tile_7840_2912.tif,13
poligons_Izcirtums\4114-15_4_tile_7840_3584.tif,4
poligons_Izcirtums\4114-15_4_tile_7840_3808.tif,4
poligons_Mezs\4114-15_4_tile_7840_4256.tif,13
poligons_Mezs\4114-15_4_tile_7840_5152.tif,13
poligons_Mezs\4114-15_4_tile_7840_5376.tif,13
poligons_Mezs\4114-15_4_tile_7840_6048.tif,13
poligons_Mezs\4114-15_4_tile_7840_6272.tif,13
poligons_Mezs\4114-15_4_tile_7840_6496.tif,13
poligons_Mezs\4114-15_4_tile_7840_6720.tif,13
poligons_Mezs\4114-15_4_tile_7840_6944.tif,13
poligons_Mezs\4114-15_4_tile_7840_7168.tif,13
poligons_Mezs\4114-15_4_tile_7840_7392.tif,13
poligons_Mezs\4114-15_4_tile_7840_8512.tif,13
poligons_Mezs\4114-15_4_tile_7840_8736.tif,13
poligons_Mezs\4114-15_4_tile_7840_8960.tif,13
poligons_Mezs\4114-15_4_tile_7840_9184.tif,13
poligons_Mezs\4114-15_4_tile_7840_9408.tif,13
poligons_Mezs\4114-15_4_tile_7840_9632.tif,13
poligons_Mezs\4114-15_4_tile_8064_0.tif,13
poligons_Mezs\4114-15_4_tile_8064_1344.tif,13
poligons_Mezs\4114-15_4_tile_8064_1568.tif,13
poligons_Mezs\4114-15_4_tile_8064_1792.tif,13
poligons_Mezs\4114-15_4_tile_8064_2016.tif,13
poligons_Mezs\4114-15_4_tile_8064_2240.tif,13
poligons_Mezs\4114-15_4_tile_8064_2912.tif,13
